Bojan Bogdanović,31,UTA,SF,72,72,30.8,5.6,12.8,0.439,2.5,6.4,0.39,3.1,6.4,0.487,3.2,3.7,0.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,17,bogdabo02
Tim Hardaway Jr.,28,DAL,SG,70,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,16.6,hardati02
Buddy Hield,28,SAC,SG,71,71,34.3,5.7,14,0.406,4,10.2,0.391,1.7,3.8,0.446,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,16.6,hieldbu01
Kevin Porter Jr.,20,HOU,SG,26,23,32.1,6,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,2.7,3.6,0.734,0.8,3,3.8,6.3,0.7,0.3,3.5,16.6,porteke02
Bogdan Bogdanović,28,ATL,SG,44,27,29.7,6.1,12.8,0.473,3.3,7.6,0.438,2.8,5.3,0.522,0.9,1,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,16.4,bogdabo01
Chris Paul,35,PHO,PG,70,70,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.543,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,16.4,paulch01
Khyri Thomas,24,HOU,SG,5,2,30.6,6.4,13.2,0.485,1.8,5.4,0.333,4.6,7.8,0.59,1.8,1.8,1,1.4,2.2,3.6,5,1.8,1.2,1.2,16.4,thomakh01
Mike Conley,33,UTA,PG,51,51,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6,0.479,2.4,2.8,0.852,0.7,2.8,3.5,6,1.4,0.2,1.9,16.2,conlemi01
Harrison Barnes,28,SAC,PF,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,16.1,barneha02
Elijah Bryant,25,MIL,SG,1,0,32,6,13,0.462,1,5,0.2,5,8,0.625,3,3,1,2,4,6,3,0,1,4,16,bryanel01
OG Anunoby,23,TOR,SF,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,15.9,anunoog01
LaMelo Ball,19,CHO,PG,51,31,28.8,5.7,13.2,0.436,1.8,5.1,0.352,3.9,8.1,0.489,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,15.7,ballla01
Dejounte Murray,24,SAS,PG,67,67,31.9,6.6,14.5,0.453,0.9,3,0.317,5.6,11.6,0.488,1.6,2,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,15.7,murrade01
Terrence Ross,29,ORL,SG,46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,15.6,rosste01
T.J. Warren,27,IND,SF,4,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,15.5,warretj01
Kelly Oubre Jr.,25,GSW,SF,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,15.4,oubreke01
Dennis Schröder,27,LAL,SG,61,61,32.1,5.4,12.5,0.437,1.2,3.5,0.335,4.3,9,0.476,3.4,4,0.848,0.5,3,3.5,5.8,1.1,0.2,2.7,15.4,schrode01
Derrick White,26,SAS,SG,36,32,29.6,5.2,12.6,0.411,2.3,6.8,0.346,2.8,5.8,0.486,2.7,3.2,0.851,0.4,2.6,3,3.5,0.7,1,1.3,15.4,whitede01
Gary Trent Jr.,22,2TM,SG,58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1,0.2,0.7,15.3,trentga02
Gary Trent Jr.,22,POR,SG,41,23,30.8,5.3,12.8,0.414,3,7.4,0.397,2.3,5.3,0.438,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,15,trentga02
Gary Trent Jr.,22,TOR,SG,17,15,31.8,6.1,15.4,0.395,2.6,7.3,0.355,3.5,8.1,0.431,1.5,1.8,0.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,16.2,trentga02
Clint Capela,26,ATL,C,63,63,30.1,6.6,11,0.594,0,0,,6.6,11,0.594,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2,1.2,15.2,capelca01
Tyler Herro,21,MIA,SG,54,15,30.3,5.7,12.9,0.439,2,5.5,0.36,3.7,7.4,0.498,1.7,2.2,0.803,0.5,4.5,5,3.4,0.6,0.3,1.9,15.1,herroty01
Coby White,20,CHI,PG,69,54,31.2,5.4,13.1,0.416,2.4,6.6,0.359,3.1,6.5,0.473,1.9,2.1,0.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,15.1,whiteco01
De'Andre Hunter,23,ATL,SF,23,19,29.5,5.2,10.8,0.484,1.3,4.1,0.326,3.9,6.7,0.582,3.2,3.7,0.859,0.7,4,4.8,1.9,0.8,0.5,1.3,15,huntede01
Andre Drummond,27,2TM,C,46,46,27,6.1,12.4,0.493,0,0.2,0,6.1,12.3,0.5,2.7,4.5,0.6,3.6,8.4,12,2,1.4,1.1,2.7,14.9,drumman01
Andre Drummond,27,CLE,C,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,17.5,drumman01
Andre Drummond,27,LAL,C,21,21,24.8,4.9,9.1,0.531,0,0,,4.9,9.1,0.531,2.2,3.6,0.605,3.1,7.1,10.2,1.4,1.1,1,2,11.9,drumman01
Devonte' Graham,25,CHO,PG,55,44,30.2,4.6,12.2,0.377,3.3,8.7,0.375,1.3,3.5,0.38,2.4,2.9,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,14.8,grahade01
Derrick Rose,32,2TM,PG,50,3,25.6,5.7,12.2,0.47,1,2.6,0.388,4.7,9.6,0.492,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1,0.4,1.6,14.7,rosede01
Derrick Rose,32,DET,PG,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,14.2,rosede01
Derrick Rose,32,NYK,PG,35,3,26.8,5.9,12.2,0.487,1.1,2.6,0.411,4.9,9.6,0.507,1.9,2.2,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,14.9,rosede01
Lonzo Ball,23,NOP,PG,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,14.6,balllo01
Kendrick Nunn,25,MIA,PG,56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6,0.583,1,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,14.6,nunnke01
Deandre Ayton,22,PHO,C,69,69,30.7,6.2,10,0.626,0.1,0.3,0.2,6.2,9.7,0.639,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,14.4,aytonde01
Jaren Jackson Jr.,21,MEM,C,11,4,23.5,4.8,11.4,0.424,1.5,5.5,0.283,3.3,5.9,0.554,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,14.4,jacksja02
Thomas Bryant,23,WAS,C,10,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5,7,0.714,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,14.3,bryanth01
Rudy Gobert,28,UTA,C,71,71,30.8,5.5,8.2,0.675,0,0.1,0,5.5,8.1,0.68,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,14.3,goberru01
Ben Simmons,24,PHI,PG,58,58,32.4,5.6,10.1,0.557,0.1,0.2,0.3,5.6,9.9,0.562,3,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3,14.3,simmobe01
Richaun Holmes,27,SAC,C,61,61,29.2,6,9.4,0.637,0,0.2,0.182,6,9.2,0.645,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,14.2,holmeri01
Al Horford,34,OKC,C,28,28,27.9,5.8,12.9,0.45,2,5.4,0.368,3.8,7.4,0.51,0.6,0.8,0.818,1,5.7,6.7,3.4,0.9,0.9,1,14.2,horfoal01
